"Id","NA_L3CODE","X","Y"
"571","10.1.3",-112.712805323754,42.6504773632056
"572","10.1.3",-113.248958872526,42.3347921301214
"573","10.1.3",-118.901824039455,41.3459362284852
"574","10.1.3",-112.418770451208,42.1494272620048
"575","10.1.3",-119.267168553839,41.5781060054887
"576","10.1.3",-111.96456002187,42.9882525919832
"577","10.1.3",-112.317607049627,42.3210342303089
"578","10.1.3",-115.68065051285,42.5126912852886
"579","10.1.3",-115.455165450663,41.9660068645057
"580","10.1.3",-112.117461134841,42.7138871928815
"581","10.1.3",-116.829738386209,42.5291465546652
"582","10.1.3",-117.255436014863,41.6009088934517
"583","10.1.3",-117.526894501058,41.9611082347303
"584","10.1.3",-120.43466852279,40.388863769262
"585","10.1.3",-113.836534546754,42.0253734269958
"586","10.1.3",-119.944706291757,41.0706517172714
"587","10.1.3",-117.31410574444,42.6761579169721
"588","10.1.3",-117.689970105762,41.9551386769554
"589","10.1.3",-115.376889638677,42.6680943818258
"590","10.1.3",-114.951529142613,42.0719254105414
"591","10.1.3",-112.365100477018,42.9563455045981
"592","10.1.3",-117.442166898877,42.2132074506932
"593","10.1.3",-118.941529745207,43.5245298862392
"594","10.1.3",-115.965556083126,42.4485294713216
"595","10.1.3",-117.582930182575,42.9354292084857
"596","10.1.3",-114.423547762709,41.2410261183348
"597","10.1.3",-118.832669247334,43.0645823582162
"598","10.1.3",-117.994014975202,43.2277175009457
"599","10.1.3",-120.969376284586,43.0932731090245
"600","10.1.3",-119.236082094682,42.6657090331681
"601","10.1.4",-109.679145488821,41.1809212501194
"602","10.1.4",-109.130321695433,41.7325591610615
"603","10.1.4",-108.312274110311,40.6482376443474
"604","10.1.4",-107.486766438556,41.7272528190657
"605","10.1.4",-110.624539503307,41.5835792179547
"606","10.1.4",-106.008457631196,40.981303155652
"607","10.1.4",-110.183805169241,42.3758952081199
"608","10.1.4",-106.407338605118,42.4502482452564
"609","10.1.4",-110.139808127098,41.4171216572901
"610","10.1.4",-109.437165941185,41.5650676273159
"611","10.1.4",-109.802566503486,41.1050064861979
"612","10.1.4",-108.599364260506,44.5995998642996
"613","10.1.4",-107.220909205866,42.5674639015165
"614","10.1.4",-108.326916491016,40.5192661304132
"615","10.1.4",-105.545422637536,41.4057210062512
"616","10.1.4",-106.286351753725,41.8310363551283
"617","10.1.4",-108.32692335959,41.3404835986966
"618","10.1.4",-108.86590149849,42.2758118881017
"619","10.1.4",-105.70375289471,41.8615859535381
"620","10.1.4",-111.121528908374,41.2640230376269
"621","10.1.4",-110.161069238286,41.2296418682679
"622","10.1.4",-110.693382185939,41.753226312748
"623","10.1.4",-109.808117520737,41.0307799204303
"624","10.1.4",-109.252337718286,42.2128803308491
"625","10.1.4",-105.633345526644,41.3687276691934
"626","10.1.4",-111.118805171003,41.4146572305221
"627","10.1.4",-108.042360377784,44.6149348352089
"628","10.1.4",-107.939591942166,42.5886856719084
"629","10.1.4",-109.801536723867,41.8291602686427
"630","10.1.4",-109.4411230267,44.3227791871515
"631","10.1.4",-108.315137102555,42.0315302181258
"632","10.1.4",-107.520054192453,44.0491207618876
"633","10.1.4",-108.449004723999,43.2371170738446
"634","10.1.4",-108.544737494671,42.3659726234145
"635","10.1.4",-107.270539459889,42.6925739573823
"636","10.1.4",-110.001754934131,42.8895901582901
"637","10.1.4",-107.918738960381,40.5092650287815
"638","10.1.4",-108.505757912053,43.4073046801521
"639","10.1.4",-108.185069400132,40.8235942154461
"640","10.1.4",-108.736796077119,41.2066411831779
"641","10.1.4",-109.978566987731,42.2500346855279
"642","10.1.4",-107.507629120842,42.8172351215656
"643","10.1.4",-108.006035600519,41.1503651241084
"644","10.1.4",-108.723794777257,43.2575647118148
"645","10.1.4",-111.19247730213,41.496131262549
"646","10.1.4",-111.113533565267,42.1437670926097
"647","10.1.4",-108.16671872218,43.2513343068692
"648","10.1.4",-106.961579287495,42.7186095089918
"649","10.1.4",-105.929767229106,41.6472761542801
"650","10.1.4",-109.013700670644,44.1449535091088
"651","10.1.4",-107.950122321893,41.6961175140514
"652","10.1.4",-107.950416927639,41.870763991216
